,A,D,AL,DL,B,ATTACK,DEFENSE,A_ROLLS,D_ROLLS
19410,1,2,1,0,0,[1],[3],1,1
19411,1,2,0,0,1,[4],[4],1,1
19412,1,2,0,0,1,[2],[2],1,1
19413,1,2,1,0,0,[3],[4],1,1
19414,1,2,0,1,0,[6],[5],1,1
19415,1,2,1,0,0,[4],[6],1,1
19416,1,2,1,0,0,[2],[6],1,1
19417,1,2,1,0,0,[2],[6],1,1
19418,1,2,1,0,0,[1],[5],1,1
19419,1,2,1,0,0,[1],[4],1,1
19420,1,2,1,0,0,[5],[6],1,1
19421,1,2,0,1,0,[6],[5],1,1
19422,1,2,1,0,0,[3],[6],1,1
19423,1,2,1,0,0,[4],[6],1,1
19424,1,2,0,1,0,[6],[3],1,1
19425,1,2,1,0,0,[1],[2],1,1
19426,1,2,1,0,0,[4],[6],1,1
19427,1,2,0,1,0,[5],[4],1,1
19428,1,2,0,1,0,[4],[2],1,1
19429,1,2,1,0,0,[1],[5],1,1
19430,1,2,0,0,1,[2],[2],1,1
19431,1,2,1,0,0,[1],[5],1,1
19432,1,2,0,1,0,[4],[2],1,1
19433,1,2,1,0,0,[1],[6],1,1
19434,1,2,1,0,0,[3],[5],1,1
19435,1,2,0,1,0,[6],[1],1,1
19436,1,2,1,0,0,[2],[5],1,1
19437,1,2,0,1,0,[5],[2],1,1
19438,1,2,0,1,0,[6],[4],1,1
19439,1,2,1,0,0,[5],[6],1,1
19440,1,2,1,0,0,[1],[6],1,1
19441,1,2,1,0,0,[1],[2],1,1
19442,1,2,0,1,0,[5],[3],1,1
19443,1,2,1,0,0,[1],[6],1,1
19444,1,2,1,0,0,[1],[5],1,1
19445,1,2,0,1,0,[4],[2],1,1
19446,1,2,0,1,0,[5],[4],1,1
19447,1,2,1,0,0,[1],[6],1,1
19448,1,2,0,0,1,[5],[5],1,1
19449,1,2,1,0,0,[4],[6],1,1
19450,1,2,0,0,1,[2],[2],1,1
19451,1,2,1,0,0,[3],[5],1,1
19452,1,2,0,1,0,[5],[4],1,1
19453,1,2,1,0,0,[2],[6],1,1
19454,1,2,1,0,0,[1],[3],1,1
19455,1,2,0,0,1,[6],[6],1,1
19456,1,2,0,1,0,[4],[3],1,1
19457,1,2,0,1,0,[6],[3],1,1
19458,1,2,0,1,0,[3],[2],1,1
19459,1,2,1,0,0,[1],[4],1,1
19460,1,2,0,0,1,[1],[1],1,1
19461,1,2,1,0,0,[3],[4],1,1
19462,1,2,1,0,0,[1],[6],1,1
19463,1,2,0,1,0,[3],[2],1,1
19464,1,2,1,0,0,[1],[3],1,1
19465,1,2,1,0,0,[3],[6],1,1
19466,1,2,1,0,0,[4],[5],1,1
19467,1,2,1,0,0,[2],[6],1,1
19468,1,2,1,0,0,[4],[6],1,1
19469,1,2,0,0,1,[6],[6],1,1
19470,1,2,1,0,0,[2],[5],1,1
19471,1,2,1,0,0,[4],[6],1,1
19472,1,2,1,0,0,[2],[6],1,1
19473,1,2,0,0,1,[4],[4],1,1
19474,1,2,0,1,0,[6],[5],1,1
19475,1,2,0,0,1,[5],[5],1,1
19476,1,2,1,0,0,[4],[6],1,1
19477,1,2,0,0,1,[4],[4],1,1
19478,1,2,1,0,0,[4],[6],1,1
19479,1,2,0,1,0,[3],[2],1,1
19480,1,2,0,1,0,[5],[4],1,1
19481,1,2,0,1,0,[6],[2],1,1
19482,1,2,1,0,0,[2],[5],1,1
19483,1,2,1,0,0,[1],[5],1,1
19484,1,2,1,0,0,[2],[5],1,1
19485,1,2,0,0,1,[6],[6],1,1
19486,1,2,1,0,0,[1],[5],1,1
19487,1,2,0,1,0,[4],[2],1,1
19488,1,2,0,0,1,[3],[3],1,1
19489,1,2,0,1,0,[5],[3],1,1
19490,1,2,1,0,0,[3],[6],1,1
19491,1,2,1,0,0,[4],[5],1,1
19492,1,2,0,0,1,[6],[6],1,1
19493,1,2,0,1,0,[6],[3],1,1
19494,1,2,1,0,0,[1],[5],1,1
19495,1,2,0,1,0,[6],[4],1,1
19496,1,2,1,0,0,[5],[6],1,1
19497,1,2,1,0,0,[3],[6],1,1
19498,1,2,1,0,0,[1],[6],1,1
19499,1,2,0,1,0,[6],[3],1,1
19500,1,2,1,0,0,[4],[5],1,1
19501,1,2,1,0,0,[3],[5],1,1
19502,1,2,0,0,1,[5],[5],1,1
19503,1,2,0,1,0,[6],[3],1,1
19504,1,2,0,0,1,[6],[6],1,1
19505,1,2,1,0,0,[2],[3],1,1
19506,1,2,1,0,0,[3],[5],1,1
19507,1,2,1,0,0,[2],[5],1,1
19508,1,2,1,0,0,[2],[4],1,1
19509,1,2,0,1,0,[6],[5],1,1
19510,1,2,1,0,0,[3],[4],1,1
19511,1,2,1,0,0,[2],[5],1,1
19512,1,2,0,0,1,[4],[4],1,1
19513,1,2,1,0,0,[2],[6],1,1
19514,1,2,1,0,0,[4],[6],1,1
19515,1,2,1,0,0,[3],[4],1,1
19516,1,2,1,0,0,[5],[6],1,1
19517,1,2,1,0,0,[2],[6],1,1
19518,1,2,1,0,0,[3],[6],1,1
19519,1,2,0,0,1,[6],[6],1,1
19520,1,2,1,0,0,[3],[6],1,1
19521,1,2,0,0,1,[3],[3],1,1
19522,1,2,1,0,0,[1],[5],1,1
19523,1,2,0,0,1,[6],[6],1,1
19524,1,2,0,0,1,[4],[4],1,1
19525,1,2,0,1,0,[6],[5],1,1
19526,1,2,0,0,1,[5],[5],1,1
19527,1,2,0,0,1,[6],[6],1,1
19528,1,2,0,1,0,[2],[1],1,1
19529,1,2,0,1,0,[6],[4],1,1
19530,1,2,1,0,0,[2],[6],1,1
19531,1,2,1,0,0,[1],[3],1,1
19532,1,2,0,1,0,[5],[4],1,1
19533,1,2,1,0,0,[1],[2],1,1
19534,1,2,1,0,0,[3],[4],1,1
19535,1,2,0,1,0,[6],[4],1,1
19536,1,2,0,1,0,[6],[5],1,1
19537,1,2,0,1,0,[6],[3],1,1
19538,1,2,1,0,0,[1],[6],1,1
19539,1,2,1,0,0,[3],[5],1,1
19540,1,2,0,0,1,[4],[4],1,1
19541,1,2,0,1,0,[5],[4],1,1
19542,1,2,1,0,0,[3],[4],1,1
19543,1,2,1,0,0,[2],[3],1,1
19544,1,2,1,0,0,[4],[6],1,1
19545,1,2,1,0,0,[3],[5],1,1
19546,1,2,0,0,1,[4],[4],1,1
19547,1,2,0,0,1,[1],[1],1,1
19548,1,2,0,1,0,[5],[4],1,1
19549,1,2,1,0,0,[1],[2],1,1
19550,1,2,1,0,0,[2],[4],1,1
19551,1,2,1,0,0,[1],[6],1,1
19552,1,2,0,1,0,[6],[3],1,1
19553,1,2,1,0,0,[1],[4],1,1
19554,1,2,1,0,0,[2],[4],1,1
19555,1,2,0,1,0,[6],[5],1,1
19556,1,2,0,0,1,[5],[5],1,1
19557,1,2,0,1,0,[6],[5],1,1
19558,1,2,0,1,0,[6],[2],1,1
19559,1,2,0,1,0,[6],[3],1,1
19560,1,2,1,0,0,[2],[5],1,1
19561,1,2,1,0,0,[4],[5],1,1
19562,1,2,1,0,0,[5],[6],1,1
19563,1,2,0,0,1,[5],[5],1,1
19564,1,2,1,0,0,[3],[5],1,1
19565,1,2,1,0,0,[2],[4],1,1
19566,1,2,1,0,0,[1],[5],1,1
19567,1,2,1,0,0,[1],[6],1,1
19568,1,2,0,1,0,[2],[1],1,1
19569,1,2,0,1,0,[5],[4],1,1
19570,1,2,0,0,1,[2],[2],1,1
19571,1,2,1,0,0,[1],[3],1,1
19572,1,2,0,1,0,[6],[4],1,1
19573,1,2,1,0,0,[1],[5],1,1
19574,1,2,1,0,0,[2],[4],1,1
19575,1,2,0,1,0,[5],[4],1,1
19576,1,2,1,0,0,[1],[2],1,1
19577,1,2,1,0,0,[3],[4],1,1
19578,1,2,1,0,0,[3],[6],1,1
19579,1,2,1,0,0,[2],[4],1,1
19580,1,2,0,1,0,[6],[4],1,1
19581,1,2,1,0,0,[1],[6],1,1
19582,1,2,1,0,0,[2],[4],1,1
19583,1,2,1,0,0,[3],[6],1,1
19584,1,2,0,1,0,[6],[2],1,1
19585,1,2,1,0,0,[1],[3],1,1
19586,1,2,1,0,0,[3],[6],1,1
19587,1,2,1,0,0,[1],[5],1,1
19588,1,2,1,0,0,[1],[6],1,1
19589,1,2,1,0,0,[1],[4],1,1
19590,1,2,0,1,0,[4],[2],1,1
19591,1,2,0,0,1,[6],[6],1,1
19592,1,2,0,1,0,[5],[2],1,1
19593,1,2,1,0,0,[1],[3],1,1
19594,1,2,1,0,0,[2],[6],1,1
19595,1,2,0,0,1,[3],[3],1,1
19596,1,2,0,1,0,[6],[4],1,1
19597,1,2,0,0,1,[6],[6],1,1
19598,1,2,1,0,0,[3],[5],1,1
19599,1,2,1,0,0,[3],[6],1,1
19600,1,2,1,0,0,[3],[4],1,1
19601,1,2,1,0,0,[1],[4],1,1
19602,1,2,0,0,1,[6],[6],1,1
19603,1,2,1,0,0,[5],[6],1,1
19604,1,2,0,1,0,[5],[3],1,1
19605,1,2,0,1,0,[6],[4],1,1
19606,1,2,0,1,0,[6],[5],1,1
19607,1,2,0,0,1,[3],[3],1,1
19608,1,2,1,0,0,[2],[4],1,1
19609,1,2,0,1,0,[5],[4],1,1
19610,1,2,1,0,0,[5],[6],1,1
19611,1,2,0,1,0,[6],[5],1,1
19612,1,2,1,0,0,[1],[5],1,1
19613,1,2,1,0,0,[3],[5],1,1
19614,1,2,0,1,0,[6],[3],1,1
19615,1,2,0,0,1,[2],[2],1,1
19616,1,2,1,0,0,[2],[5],1,1
19617,1,2,1,0,0,[3],[5],1,1
19618,1,2,1,0,0,[3],[5],1,1
19619,1,2,0,0,1,[6],[6],1,1
19620,1,2,0,0,1,[6],[6],1,1
19621,1,2,0,1,0,[6],[5],1,1
19622,1,2,0,1,0,[5],[3],1,1
19623,1,2,1,0,0,[1],[4],1,1
19624,1,2,1,0,0,[1],[6],1,1
19625,1,2,0,1,0,[6],[5],1,1
19626,1,2,1,0,0,[5],[6],1,1
19627,1,2,0,1,0,[4],[3],1,1
19628,1,2,0,0,1,[3],[3],1,1
19629,1,2,0,0,1,[3],[3],1,1
19630,1,2,0,0,1,[6],[6],1,1
19631,1,2,0,0,1,[4],[4],1,1
19632,1,2,0,0,1,[3],[3],1,1
19633,1,2,0,1,0,[5],[4],1,1
19634,1,2,0,1,0,[5],[2],1,1
19635,1,2,1,0,0,[3],[4],1,1
19636,1,2,1,0,0,[1],[4],1,1
19637,1,2,1,0,0,[1],[5],1,1
19638,1,2,0,0,1,[5],[5],1,1
19639,1,2,1,0,0,[4],[5],1,1
19640,1,2,1,0,0,[4],[6],1,1
19641,1,2,0,1,0,[6],[4],1,1
19642,1,2,1,0,0,[3],[4],1,1
19643,1,2,1,0,0,[4],[5],1,1
19644,1,2,1,0,0,[5],[6],1,1
19645,1,2,1,0,0,[3],[6],1,1
19646,1,2,1,0,0,[1],[5],1,1
19647,1,2,0,1,0,[2],[1],1,1
19648,1,2,1,0,0,[3],[4],1,1
19649,1,2,1,0,0,[2],[3],1,1
19650,1,2,1,0,0,[3],[6],1,1
19651,1,2,0,1,0,[5],[4],1,1
19652,1,2,1,0,0,[1],[4],1,1
19653,1,2,0,0,1,[5],[5],1,1
19654,1,2,1,0,0,[2],[6],1,1
19655,1,2,1,0,0,[3],[4],1,1
19656,1,2,1,0,0,[4],[5],1,1
19657,1,2,0,1,0,[4],[3],1,1
19658,1,2,0,0,1,[6],[6],1,1
19659,1,2,0,1,0,[4],[3],1,1
19660,1,2,1,0,0,[1],[6],1,1
19661,1,2,1,0,0,[1],[2],1,1
19662,1,2,1,0,0,[3],[6],1,1
19663,1,2,1,0,0,[2],[6],1,1
19664,1,2,0,1,0,[6],[5],1,1
19665,1,2,1,0,0,[2],[6],1,1
19666,1,2,0,0,1,[5],[5],1,1
19667,1,2,0,0,1,[3],[3],1,1
19668,1,2,1,0,0,[4],[5],1,1
19669,1,2,1,0,0,[3],[6],1,1
19670,1,2,1,0,0,[2],[4],1,1
19671,1,2,1,0,0,[4],[5],1,1
19672,1,2,1,0,0,[5],[6],1,1
19673,1,2,0,0,1,[3],[3],1,1
19674,1,2,1,0,0,[5],[6],1,1
19675,1,2,1,0,0,[3],[6],1,1
19676,1,2,1,0,0,[3],[6],1,1
19677,1,2,0,1,0,[5],[2],1,1
19678,1,2,1,0,0,[4],[6],1,1
19679,1,2,0,1,0,[6],[4],1,1
19680,1,2,0,0,1,[6],[6],1,1
19681,1,2,0,0,1,[6],[6],1,1
19682,1,2,1,0,0,[4],[6],1,1
19683,1,2,0,1,0,[5],[2],1,1
19684,1,2,1,0,0,[2],[6],1,1
19685,1,2,1,0,0,[1],[2],1,1
19686,1,2,0,1,0,[5],[4],1,1
19687,1,2,0,1,0,[6],[4],1,1
19688,1,2,0,0,1,[4],[4],1,1
19689,1,2,1,0,0,[4],[6],1,1
19690,1,2,1,0,0,[1],[6],1,1
19691,1,2,1,0,0,[1],[6],1,1
19692,1,2,1,0,0,[4],[6],1,1
19693,1,2,0,1,0,[3],[1],1,1
19694,1,2,1,0,0,[2],[5],1,1
19695,1,2,1,0,0,[2],[5],1,1
19696,1,2,1,0,0,[1],[3],1,1
19697,1,2,1,0,0,[1],[6],1,1
19698,1,2,1,0,0,[2],[6],1,1
19699,1,2,0,1,0,[5],[2],1,1
19700,1,2,1,0,0,[4],[6],1,1
19701,1,2,0,0,1,[6],[6],1,1
19702,1,2,0,1,0,[5],[3],1,1
19703,1,2,1,0,0,[5],[6],1,1
19704,1,2,0,0,1,[4],[4],1,1
19705,1,2,0,1,0,[4],[3],1,1
19706,1,2,1,0,0,[2],[5],1,1
19707,1,2,1,0,0,[3],[6],1,1
19708,1,2,1,0,0,[2],[6],1,1
19709,1,2,1,0,0,[4],[6],1,1
19710,1,2,1,0,0,[2],[6],1,1
19711,1,2,0,0,1,[5],[5],1,1
19712,1,2,1,0,0,[4],[6],1,1
19713,1,2,1,0,0,[2],[3],1,1
19714,1,2,0,0,1,[1],[1],1,1
19715,1,2,1,0,0,[2],[4],1,1
19716,1,2,0,0,1,[4],[4],1,1
19717,1,2,1,0,0,[1],[3],1,1
19718,1,2,0,0,1,[6],[6],1,1
19719,1,2,0,1,0,[6],[5],1,1
19720,1,2,1,0,0,[5],[6],1,1
19721,1,2,1,0,0,[3],[4],1,1
19722,1,2,1,0,0,[1],[3],1,1
19723,1,2,0,1,0,[4],[2],1,1
19724,1,2,1,0,0,[1],[3],1,1
19725,1,2,1,0,0,[1],[5],1,1
19726,1,2,0,1,0,[5],[2],1,1
19727,1,2,0,1,0,[5],[4],1,1
19728,1,2,1,0,0,[1],[6],1,1
19729,1,2,1,0,0,[3],[4],1,1
19730,1,2,0,1,0,[5],[2],1,1
19731,1,2,0,0,1,[4],[4],1,1
19732,1,2,1,0,0,[1],[5],1,1
19733,1,2,0,1,0,[4],[3],1,1
19734,1,2,1,0,0,[1],[6],1,1
19735,1,2,0,1,0,[5],[3],1,1
19736,1,2,1,0,0,[2],[6],1,1
19737,1,2,1,0,0,[4],[6],1,1
19738,1,2,1,0,0,[5],[6],1,1
19739,1,2,1,0,0,[1],[5],1,1
19740,1,2,1,0,0,[4],[6],1,1
19741,1,2,1,0,0,[1],[5],1,1
19742,1,2,1,0,0,[1],[4],1,1
19743,1,2,1,0,0,[2],[5],1,1
19744,1,2,0,0,1,[6],[6],1,1
19745,1,2,1,0,0,[1],[2],1,1
19746,1,2,0,0,1,[5],[5],1,1
19747,1,2,0,1,0,[3],[2],1,1
19748,1,2,1,0,0,[5],[6],1,1
19749,1,2,1,0,0,[3],[5],1,1
19750,1,2,1,0,0,[1],[2],1,1
19751,1,2,1,0,0,[2],[3],1,1
19752,1,2,0,0,1,[5],[5],1,1
19753,1,2,0,1,0,[6],[4],1,1
19754,1,2,1,0,0,[1],[4],1,1
19755,1,2,1,0,0,[4],[5],1,1
19756,1,2,0,0,1,[2],[2],1,1
19757,1,2,1,0,0,[1],[5],1,1
19758,1,2,0,1,0,[5],[4],1,1
19759,1,2,1,0,0,[1],[5],1,1
19760,1,2,1,0,0,[1],[4],1,1
19761,1,2,1,0,0,[1],[6],1,1
19762,1,2,0,1,0,[3],[2],1,1
19763,1,2,1,0,0,[1],[4],1,1
19764,1,2,1,0,0,[5],[6],1,1
19765,1,2,1,0,0,[4],[6],1,1
19766,1,2,1,0,0,[3],[6],1,1
19767,1,2,0,1,0,[4],[3],1,1
19768,1,2,0,1,0,[6],[5],1,1
19769,1,2,1,0,0,[1],[5],1,1
19770,1,2,0,1,0,[5],[3],1,1
19771,1,2,0,0,1,[3],[3],1,1
19772,1,2,0,1,0,[5],[4],1,1
19773,1,2,1,0,0,[2],[4],1,1
19774,1,2,1,0,0,[5],[6],1,1
19775,1,2,0,0,1,[4],[4],1,1
19776,1,2,1,0,0,[2],[5],1,1
19777,1,2,1,0,0,[3],[5],1,1
19778,1,2,1,0,0,[1],[6],1,1
19779,1,2,1,0,0,[2],[3],1,1
19780,1,2,1,0,0,[2],[6],1,1
19781,1,2,1,0,0,[3],[6],1,1
19782,1,2,1,0,0,[1],[6],1,1
19783,1,2,1,0,0,[3],[4],1,1
19784,1,2,1,0,0,[1],[4],1,1
19785,1,2,1,0,0,[3],[6],1,1
19786,1,2,1,0,0,[3],[5],1,1
19787,1,2,0,1,0,[5],[3],1,1
19788,1,2,1,0,0,[4],[6],1,1
19789,1,2,0,1,0,[4],[3],1,1
19790,1,2,1,0,0,[4],[6],1,1
19791,1,2,1,0,0,[5],[6],1,1
19792,1,2,1,0,0,[4],[5],1,1
19793,1,2,0,0,1,[6],[6],1,1
19794,1,2,0,1,0,[5],[4],1,1
19795,1,2,1,0,0,[3],[5],1,1
19796,1,2,1,0,0,[1],[4],1,1
19797,1,2,0,1,0,[6],[4],1,1
19798,1,2,0,1,0,[6],[4],1,1
19799,1,2,1,0,0,[3],[5],1,1
19800,1,2,1,0,0,[4],[5],1,1
19801,1,2,0,1,0,[6],[5],1,1
19802,1,2,0,0,1,[5],[5],1,1
19803,1,2,1,0,0,[2],[4],1,1
19804,1,2,1,0,0,[1],[2],1,1
19805,1,2,1,0,0,[3],[5],1,1
19806,1,2,1,0,0,[1],[6],1,1
19807,1,2,1,0,0,[3],[6],1,1
19808,1,2,0,1,0,[6],[5],1,1
19809,1,2,1,0,0,[2],[3],1,1
19810,1,2,1,0,0,[4],[5],1,1
19811,1,2,1,0,0,[3],[4],1,1
19812,1,2,1,0,0,[3],[4],1,1
19813,1,2,0,1,0,[6],[5],1,1
19814,1,2,0,1,0,[4],[3],1,1
19815,1,2,0,1,0,[5],[4],1,1
19816,1,2,1,0,0,[4],[5],1,1
19817,1,2,1,0,0,[4],[6],1,1
19818,1,2,0,0,1,[2],[2],1,1
19819,1,2,0,0,1,[6],[6],1,1
19820,1,2,0,1,0,[4],[3],1,1
19821,1,2,0,1,0,[4],[2],1,1
19822,1,2,1,0,0,[3],[4],1,1
19823,1,2,0,0,1,[2],[2],1,1
19824,1,2,0,1,0,[2],[1],1,1
19825,1,2,0,1,0,[5],[4],1,1
19826,1,2,0,1,0,[6],[5],1,1
19827,1,2,1,0,0,[3],[5],1,1
19828,1,2,0,1,0,[3],[2],1,1
19829,1,2,0,1,0,[6],[3],1,1
19830,1,2,1,0,0,[3],[4],1,1
19831,1,2,1,0,0,[1],[5],1,1
19832,1,2,1,0,0,[5],[6],1,1
19833,1,2,1,0,0,[3],[5],1,1
19834,1,2,1,0,0,[2],[6],1,1
19835,1,2,1,0,0,[5],[6],1,1
19836,1,2,0,0,1,[2],[2],1,1
19837,1,2,0,1,0,[3],[2],1,1
19838,1,2,0,1,0,[6],[4],1,1
19839,1,2,0,1,0,[6],[2],1,1
19840,1,2,0,0,1,[5],[5],1,1
19841,1,2,1,0,0,[4],[6],1,1
19842,1,2,1,0,0,[3],[6],1,1
19843,1,2,1,0,0,[5],[6],1,1
19844,1,2,1,0,0,[4],[6],1,1
19845,1,2,0,0,1,[4],[4],1,1
19846,1,2,1,0,0,[1],[4],1,1
19847,1,2,1,0,0,[3],[4],1,1
19848,1,2,0,1,0,[3],[2],1,1
19849,1,2,0,1,0,[4],[1],1,1
19850,1,2,1,0,0,[3],[6],1,1
19851,1,2,1,0,0,[1],[6],1,1
19852,1,2,0,1,0,[4],[3],1,1
19853,1,2,1,0,0,[2],[5],1,1
19854,1,2,1,0,0,[4],[6],1,1
19855,1,2,0,0,1,[6],[6],1,1
19856,1,2,1,0,0,[2],[6],1,1
19857,1,2,0,0,1,[4],[4],1,1
19858,1,2,1,0,0,[1],[4],1,1
19859,1,2,0,1,0,[6],[4],1,1
19860,1,2,1,0,0,[1],[6],1,1
19861,1,2,1,0,0,[3],[5],1,1
19862,1,2,0,0,1,[4],[4],1,1
19863,1,2,0,1,0,[5],[3],1,1
19864,1,2,1,0,0,[5],[6],1,1
19865,1,2,0,0,1,[3],[3],1,1
19866,1,2,1,0,0,[2],[5],1,1
19867,1,2,1,0,0,[3],[6],1,1
19868,1,2,1,0,0,[1],[3],1,1
19869,1,2,0,0,1,[6],[6],1,1
19870,1,2,0,0,1,[5],[5],1,1
19871,1,2,1,0,0,[2],[4],1,1
19872,1,2,0,0,1,[6],[6],1,1
19873,1,2,0,1,0,[5],[2],1,1
19874,1,2,0,1,0,[6],[2],1,1
19875,1,2,1,0,0,[2],[6],1,1
19876,1,2,0,0,1,[5],[5],1,1
19877,1,2,1,0,0,[2],[3],1,1
19878,1,2,0,1,0,[5],[1],1,1
19879,1,2,1,0,0,[4],[6],1,1
19880,1,2,1,0,0,[2],[6],1,1
19881,1,2,0,1,0,[6],[3],1,1
19882,1,2,0,1,0,[6],[5],1,1
19883,1,2,1,0,0,[3],[4],1,1
19884,1,2,0,0,1,[4],[4],1,1
19885,1,2,1,0,0,[3],[6],1,1
19886,1,2,1,0,0,[1],[6],1,1
19887,1,2,0,0,1,[6],[6],1,1
19888,1,2,0,1,0,[4],[3],1,1
19889,1,2,1,0,0,[3],[5],1,1
19890,1,2,0,0,1,[5],[5],1,1
19891,1,2,1,0,0,[1],[4],1,1
19892,1,2,0,0,1,[6],[6],1,1
19893,1,2,1,0,0,[3],[6],1,1
19894,1,2,1,0,0,[4],[6],1,1
19895,1,2,0,0,1,[4],[4],1,1
19896,1,2,1,0,0,[4],[6],1,1
19897,1,2,0,0,1,[4],[4],1,1
19898,1,2,0,0,1,[4],[4],1,1
19899,1,2,0,1,0,[5],[3],1,1
19900,1,2,1,0,0,[1],[6],1,1
19901,1,2,0,0,1,[6],[6],1,1
19902,1,2,1,0,0,[2],[5],1,1
19903,1,2,0,0,1,[3],[3],1,1
19904,1,2,1,0,0,[2],[4],1,1
19905,1,2,0,0,1,[3],[3],1,1
19906,1,2,0,0,1,[5],[5],1,1
19907,1,2,0,0,1,[5],[5],1,1
19908,1,2,1,0,0,[2],[5],1,1
19909,1,2,0,1,0,[5],[4],1,1
19910,1,2,0,1,0,[4],[3],1,1
19911,1,2,0,1,0,[6],[3],1,1
19912,1,2,1,0,0,[2],[4],1,1
19913,1,2,1,0,0,[1],[6],1,1
19914,1,2,1,0,0,[5],[6],1,1
19915,1,2,1,0,0,[1],[5],1,1
19916,1,2,1,0,0,[2],[5],1,1
19917,1,2,1,0,0,[4],[6],1,1
19918,1,2,0,1,0,[6],[5],1,1
19919,1,2,0,1,0,[6],[3],1,1
19920,1,2,1,0,0,[1],[4],1,1
19921,1,2,1,0,0,[2],[4],1,1
19922,1,2,1,0,0,[4],[5],1,1
19923,1,2,1,0,0,[1],[2],1,1
19924,1,2,1,0,0,[1],[3],1,1
19925,1,2,1,0,0,[1],[2],1,1
19926,1,2,1,0,0,[5],[6],1,1
19927,1,2,0,1,0,[5],[2],1,1
19928,1,2,0,0,1,[1],[1],1,1
19929,1,2,1,0,0,[1],[5],1,1
19930,1,2,0,1,0,[6],[4],1,1
19931,1,2,1,0,0,[3],[5],1,1
19932,1,2,0,1,0,[5],[3],1,1
19933,1,2,0,1,0,[5],[4],1,1
19934,1,2,1,0,0,[3],[6],1,1
19935,1,2,0,0,1,[3],[3],1,1
19936,1,2,0,1,0,[5],[4],1,1
19937,1,2,0,0,1,[3],[3],1,1
19938,1,2,1,0,0,[2],[5],1,1
19939,1,2,0,1,0,[4],[3],1,1
19940,1,2,1,0,0,[4],[6],1,1
19941,1,2,1,0,0,[2],[3],1,1
19942,1,2,1,0,0,[4],[5],1,1
19943,1,2,1,0,0,[2],[6],1,1
19944,1,2,1,0,0,[4],[6],1,1
19945,1,2,0,1,0,[6],[3],1,1
19946,1,2,1,0,0,[3],[4],1,1
19947,1,2,0,1,0,[5],[4],1,1
19948,1,2,0,1,0,[6],[5],1,1
19949,1,2,0,1,0,[6],[5],1,1
19950,1,2,0,0,1,[6],[6],1,1
19951,1,2,1,0,0,[4],[6],1,1
19952,1,2,1,0,0,[1],[6],1,1
19953,1,2,0,1,0,[5],[3],1,1
19954,1,2,0,1,0,[6],[4],1,1
19955,1,2,0,1,0,[6],[5],1,1
19956,1,2,1,0,0,[5],[6],1,1
19957,1,2,1,0,0,[1],[6],1,1
19958,1,2,1,0,0,[2],[4],1,1
19959,1,2,1,0,0,[5],[6],1,1
19960,1,2,1,0,0,[4],[6],1,1
19961,1,2,1,0,0,[2],[5],1,1
19962,1,2,1,0,0,[4],[6],1,1
19963,1,2,1,0,0,[3],[4],1,1
19964,1,2,0,1,0,[5],[3],1,1
19965,1,2,1,0,0,[4],[5],1,1
19966,1,2,1,0,0,[2],[4],1,1
19967,1,2,1,0,0,[5],[6],1,1
19968,1,2,0,0,1,[1],[1],1,1
19969,1,2,1,0,0,[2],[6],1,1
19970,1,2,1,0,0,[1],[5],1,1
19971,1,2,0,1,0,[6],[5],1,1
19972,1,2,0,0,1,[6],[6],1,1
19973,1,2,0,0,1,[2],[2],1,1
19974,1,2,1,0,0,[5],[6],1,1
19975,1,2,0,0,1,[2],[2],1,1
19976,1,2,1,0,0,[1],[6],1,1
19977,1,2,1,0,0,[1],[5],1,1
19978,1,2,0,1,0,[6],[3],1,1
19979,1,2,0,1,0,[6],[4],1,1
19980,1,2,1,0,0,[3],[6],1,1
19981,1,2,1,0,0,[4],[6],1,1
19982,1,2,0,1,0,[2],[1],1,1
19983,1,2,0,0,1,[4],[4],1,1
19984,1,2,1,0,0,[4],[6],1,1
19985,1,2,1,0,0,[2],[5],1,1
19986,1,2,0,1,0,[6],[3],1,1
19987,1,2,0,1,0,[5],[3],1,1
19988,1,2,1,0,0,[2],[6],1,1
19989,1,2,0,1,0,[4],[3],1,1
19990,1,2,1,0,0,[2],[6],1,1
19991,1,2,1,0,0,[1],[3],1,1
19992,1,2,1,0,0,[2],[6],1,1
19993,1,2,0,1,0,[4],[3],1,1
19994,1,2,0,0,1,[5],[5],1,1
19995,1,2,1,0,0,[1],[6],1,1
19996,1,2,0,0,1,[2],[2],1,1
19997,1,2,1,0,0,[3],[5],1,1
19998,1,2,1,0,0,[2],[3],1,1
19999,1,2,0,1,0,[4],[3],1,1
20000,1,3,1,0,0,[1],[6],1,1
20001,1,3,0,1,0,[6],[5],1,1
20002,1,3,1,0,0,[1],[6],1,1
20003,1,3,0,1,0,[5],[4],1,1
20004,1,3,0,0,1,[3],[3],1,1
20005,1,3,1,0,0,[2],[5],1,1
20006,1,3,1,0,0,[1],[4],1,1
20007,1,3,0,1,0,[6],[5],1,1
20008,1,3,0,0,1,[6],[6],1,1
20009,1,3,1,0,0,[2],[4],1,1
20010,1,3,0,0,1,[6],[6],1,1
20011,1,3,0,1,0,[4],[3],1,1
20012,1,3,0,0,1,[4],[4],1,1
20013,1,3,1,0,0,[2],[4],1,1
20014,1,3,1,0,0,[2],[3],1,1
20015,1,3,0,1,0,[5],[4],1,1
